ID,Name,TeamName,Role
2264,★ ⑳ nlwz1k;,Forget,
2265,★ ⑳ Sgt. Pepper,Uranus Gaming,
2266,★ ⑳ noturnofps †,Forget,
2267,★ ⑳ pendulum,Forget,
2268,★ ⑳ Davidtess,LUMINOUS,
2269,★ ⑳ maatii,ElZorro eSports,
2270,★ ⑳ Pheno,ElZorro eSports,
2271,★ ⑳ sori-',LUMINOUS,
2272,★ ⑳ chipi,ElZorro eSports,
2273,★ ⑳ m0b,LUMINOUS,
2274,★ ⑳ saezx,ElZorro eSports,
2275,★ ⑳ ' Lucky,LUMINOUS,
2276,★ ⑳ Leo,ElZorro eSports,
2277,★ ⑳ G.Z,LUMINOUS,
2278,★ ⑳ Mesk,Value Dragons,
2279,★ ⑳ Neephzinho,SELVA,
2280,★ ⑳ motm,SELVA,
2281,★ ⑳ kaz,Value Dragons,
2282,★ ⑳ nyezin,Value Dragons,
2283,★ ⑳ kkkkkkkkkkkkkkkk,SELVA,
2284,★ ⑳ azes -wfe-,Value Dragons,
2285,★ ⑳ slashz,SELVA,
2286,★ ⑳ europeu,Value Dragons,
2287,★ ⑳ afflict,SELVA,
2288,"★ ⑳ 70r471`,",NoMercy Clan,
2289,★ ⑳ gbr,Skillers,
2290,★ ⑳ deltta,NoMercy Clan,
2291,★ ⑳ dnc,NoMercy Clan,
2292,★ ⑳ lgtz1n,Skillers,
2293,★ ⑳ fozz1,Skillers,
2294,★ ⑳ TerraN,NoMercy Clan,
2295,★ ⑳ iogazera,Skillers,
2296,★ ⑳ spankeer^_^zin,NoMercy Clan,
2297,★ ⑳ L S 1,Skillers,
2298,★ ⑳ sk.jorgitow0w?,YAKUZA,
2299,★ ⑳ deserved paradise,GROUPiE$,
2300,★ ⑳ tyg,GROUPiE$,
2301,★ ⑳ capocha,YAKUZA,
2302,★ ⑳ Hobbit,YAKUZA,
2303,★ ⑳ LIL,YAKUZA,
2304,★ ⑳ diegz,YAKUZA,
2305,★ ⑳ where is my mind,GROUPiE$,
2306,★ ⑳ sandman,GROUPiE$,
2307,★ ⑳ rdnzao,GROUPiE$,
2308,★ ⑳ Japowski -iwnl-,Need Org,
2309,★ ⑳ twitch.tv/lukiz_cs,niKe12mOLa,
2310,★ ⑳ markz,0,
2311,★ ⑳ reginzer44`,niKe12mOLa,
2312,★ ⑳ gtr,niKe12mOLa,
2313,★ ⑳ sam*,Need Org,
2314,★ ⑳ leozik4,niKe12mOLa,
2315,★ ⑳ ♥ LKS.-,Need Org,
2316,★ ⑳ CchampsS,Need Org,
2317,★ ⑳ twitch.tv/s1ckocsgo,0,
2318,★ ⑳ kyle4tw,niKe12mOLa,
2319,★ ⑳ TROFFz;  @LentesPerfectBlue,IMMORTALITY,
2320,★ ⑲ salte.,Black Hawks Clan,
2321,★ ⑳ DEDEEEE @LentesPerfectBlue,IMMORTALITY,
2322,★ ⑳ † strawwberry  †,Black Hawks Clan,
2323,★ ⑳ FOMF3R4,Black Hawks Clan,
2324,★ ⑳ tukz @LentesPerfectBlue,IMMORTALITY,
2325,★ ⑳ Royals,Black Hawks Clan,
2326,★ ⑳ bladiN @LentesPerfectBlue,IMMORTALITY,
2327,★ ⑳ bernardo @LentesPerfectBlue,IMMORTALITY,
2328,★ ⑳ eXE-E? D,Black Hawks Clan,
2329,★ ⑳ righi,NOORG,
2330,★ ⑳ n1troX,en$aboado$,
2331,★ ⑳ castelzin,NOORG,
2332,★ ⑳ vaNder-w-,en$aboado$,
2333,"★ ⑳ KnK,GiR",NOORG,
2334,★ ⑳ riickwow -,en$aboado$,
2335,★ ⑳ pk9-_-,NOORG,
2336,★ ⑳ edv-,en$aboado$,
2337,★ ⑳ lelez1ka,NOORG,
2338,★ ⑳ n0page,en$aboado$,
2339,★ ⑳ fawkes,Wolsung (SEM ORG),
2340,★ ⑳ kauez,DETONA,
2341,★ ⑳ leooZ,Wolsung (SEM ORG),
2342,★ ⑳ Rickbraz -ttJ-,Wolsung (SEM ORG),Suporte
2343,★ ⑳ lux[1],DETONA,
2344,★ ⑳ theozin,Wolsung (SEM ORG),
2345,★ ⑳ frostezor,DETONA,
2346,★ ⑳ nqz,DETONA,
2347,★ ⑳ NikoM,DETONA,
2348,★ ⑳ spn,Wolsung (SEM ORG),
2349,★ ⑳ DGN,Procyon Team,
2350,★ ⑳ kziN,Jaguares,IGL
2351,★ ⑳ GATICA del PAM,Procyon Team,
2352,★ ⑳ TEKO^__^,Jaguares,Suporte
2353,★ ⑳ roz-,Jaguares,Lurker
2354,★ ⑳ TIKO,Procyon Team,
2355,★ ⑳ Leomonster,Jaguares,Entry Fragger
2356,★ ⑳ gAtito,Procyon Team,Entry Fragger
2357,★ ⑳ desh,Jaguares,AWPer
2358,★ ⑳ kissmyass,Procyon Team,AWPer
2359,★ ⑳ wood7,Bravos Gaming,
2360,★ ⑳ cldddd -fm-,OLD MIGUS,
2361,★ ⑳ caike,Bravos Gaming,
2362,★ ⑳ BENATT1,OLD MIGUS,
2363,★ ⑳ tuurtle,Bravos Gaming,
2364,★ ⑳ kaiG,Bravos Gaming,
2365,★ ⑳ 1andz,OLD MIGUS,
2366,★ ⑳ YOUR,0,
2367,★ ⑳ outttt,0,
2368,★ ⑳ JO†A,0,
2369,★ ⑳ Love Sosa,Tropinha do Zap,
2370,★ ⑳ guztt,LANGamers Esports,
2371,★ ⑳ wizt♥c,LANGamers Esports,
2372,★ ⑳ molten moedor de cana,Tropinha do Zap,
2373,★ ⑳ aidy_y,LANGamers Esports,
2374,★ ⑳ banda,LANGamers Esports,
2375,★ ⑳ Fuka,Tropinha do Zap,
2376,★ ⑳ guardinha da CET,Tropinha do Zap,
2377,★ ⑳ panchi -A-,LANGamers Esports,
2378,★ ⑳ Jonas de Abril,Tropinha do Zap,
2379,★ ⑳ lineko,Ceará Sporting Club,
2380,★ ⑳ fawkes,Wolsung (SEM ORG),
2381,★ ⑳ mcl,Ceará Sporting Club,
2382,★ ⑳ theozin,Wolsung (SEM ORG),
2383,★ ⑳ Rickbraz -ttJ-,Wolsung (SEM ORG),Suporte
2384,★ ⑳ NAITTEXDD,Ceará Sporting Club,
2385,★ ⑳ sk1p,Ceará Sporting Club,
2386,★ ⑳ leoox,Wolsung (SEM ORG),
2387,★ ⑳ spLx,Ceará Sporting Club,
2388,★ ⑳ spn,Wolsung (SEM ORG),
2389,★ ⑳ Leomonster,AWPer,Entry Fragger
2390,★ ⑳ kissmyass,Procyon Team,AWPer
2391,★ ⑳ TEKO^__^,Jaguares,Suporte
2392,★ ⑳ kziN,Jaguares,IGL
2393,★ ⑳ gAtito,Procyon Team,Entry Fragger
2394,★ ⑳ DGN,Procyon Team,
2395,★ ⑳ roz-,Jaguares,Lurker
2396,★ ⑳ GATICA del PAM,Procyon Team,
2397,★ ⑳ desh,Jaguares,AWPer
2398,★ ⑳ TIKO,Procyon Team,
2399,★ ⑳ zmb,FURIA Academy,AWPer
2400,★ ⑳ msr,FURIA Academy,
2401,★ ⑳ RpL,NineNine,
2402,★ ⑳ detr0ittJ,FURIA Academy,
2403,★ ⑳ n9xtZzZzy,NineNine,
2404,★ ⑳ r4ul,0,
2405,★ ⑳ SHiNODA -iwnl-,NineNine,
2406,★ ⑳ ninjaZ,FURIA Academy,
2407,★ ⑳ r1see,0,
2408,★ ⑳ DebornY,NineNine,
2409,★ ⑳ bichopm,Malvinas Gaming,
2410,★ ⑳ BENATT1,OLD MIGUS,
2411,★ ⑳ outttt,OLD MIGUS,
2412,★ ⑳ KLK,Malvinas Gaming,
2413,★ ⑳ cldddd -fm-,OLD MIGUS,
2414,★ ⑳ FAKZ ^^,Malvinas Gaming,
2415,★ ⑳ YOUR,OLD MIGUS,
2416,★ ⑳ jotti-,Malvinas Gaming,
2417,★ ⑳ BerSeCkaZo ♥j,Malvinas Gaming,
2418,★ ⑳ 1andz,OLD MIGUS,
2419,★ ⑳ Hezz †,STONE MOVISTAR,
2420,★ ⑳ naz,The Lions Team,
2421,★ ⑳ pavv+,STONE MOVISTAR,
2422,★ ⑳ Okarin,The Lions Team,
2423,★ ⑳ shawty,STONE MOVISTAR,
2424,★ ⑳ shrody,The Lions Team,
2425,★ ⑳ mt1,The Lions Team,
2426,★ ⑳ anar zzz,The Lions Team,
2427,★ ⑳ fusco,STONE MOVISTAR,
2428,★ ⑲ guishorromonstro,STONE MOVISTAR,
2429,★ ⑳ gut0,r3action,
2430,★ ⑳ tuurtle,Bravos Gaming,
2431,★ ⑳ maxcel,r3action,
2432,★ ⑳ invul,r3action,
2433,★ ⑳ JO†A,Bravos Gaming,
2434,★ ⑳ skN♥H,r3action,
2435,★ ⑳ CloN7,r3action,
2436,★ ⑳ wood7,Bravos Gaming,
2437,★ ⑳ caike,0,
2438,★ ⑳ kaiG,0,
2439,★ ⑳ singlezao,0,
2440,★ ⑳ Shambles,SUGOI! Gakkou,
2441,★ ⑳ phznn-,Jaguares PINK Academy,
2442,★ ⑳ NICO,SUGOI! Gakkou,
2443,★ ⑳ -ZIG-,Jaguares PINK Academy,
2444,★ ⑳ nowbly,Jaguares PINK Academy,
2445,★ ⑳ amaz!ng,SUGOI! Gakkou,
2446,★ ⑳ H Y L A N D E R,Jaguares PINK Academy,
2447,★ ⑳ knz,SUGOI! Gakkou,
2448,★ ⑳ ALENCARrx_,Jaguares PINK Academy,
2449,★ ⑳ Riider,WAGLO Esports,
2450,★ ⑳ afflict,SELVA,
2451,★ ⑳ Neephzinho,SELVA,
2452,★ ⑳ mgr,WAGLO Esports,
2453,★ ⑳ slashz,SELVA,
2454,★ ⑳ Finnin,WAGLO Esports,
2455,★ ⑳ putsuke,WAGLO Esports,
2456,★ ⑳ motm,SELVA,
2457,★ ⑳ fipa,WAGLO Esports,
2458,★ ⑳ kkkkkkkkkkkkkkkk,SELVA,
2459,★ ⑳ fawkes,Wolsung (SEM ORG),
2460,★ ⑳ ALe,Atletico Goianiense Esports,
2461,★ ⑳ LGF-,Atletico Goianiense Esports,
2462,★ ⑳ Rickbraz -ttJ-,Wolsung (SEM ORG),Suporte
2463,★ ⑳ leoox,Wolsung (SEM ORG),
2464,★ ⑳ magniezi ♥,Atletico Goianiense Esports,
2465,★ ⑳ spn,Wolsung (SEM ORG),
2466,★ ⑳ theozin,Wolsung (SEM ORG),
2467,★ ⑳ Caiovysk ---,Atletico Goianiense Esports,
2468,★ ⑳ BigShark,Atletico Goianiense Esports,
2469,★ ⑳ gn1s,0,
2470,★ ⑳ sorry,Tactical Killer,
2471,★ ⑳ gon,EQOLE,
2472,★ ⑳ Lok1,Tactical Killer,
2473,★ ⑳ kr0wa,EQOLE,
2474,★ ⑳ Krz,Tactical Killer,
2475,★ ⑳ Toro,EQOLE,
2476,★ ⑳ rafz,Tactical Killer,
2477,★ ⑳ LhaMa!,Tactical Killer,
2478,★ ⑳ nwbye,0,
2479,★ ⑳ oNLyGoDcANJuDGeMe,YAKUZA,AWPer
2480,★ ⑳ ninOSTYLE.-,Bittersod Emerald,
2481,★ ⑳ hax,Bittersod Emerald,
2482,★ ⑳ TeSeS,YAKUZA,
2483,★ ⑳ LIL,YAKUZA,Entry Fragger
2484,★ ⑳ diegz,YAKUZA,
2485,★ ⑳ kifaR,Bittersod Emerald,
2486,★ ⑳ capocha,YAKUZA,
2487,★ ⑳ razor,Bittersod Emerald,
2488,★ ⑳ nks-_-,Bittersod Emerald,
2489,★ ⑳ zrx,Attorrantes,
2490,★ ⑳ banda,LANGamers Esports,
2491,★ ⑳ Perpetuo,Attorrantes,
2492,★ ⑳ guztt,LANGamers Esports,
2493,★ ⑳ toto-s,Attorrantes,
2494,★ ⑳ panchi -A-,LANGamers Esports,
2495,★ ⑳ GordoReally,Attorrantes,
2496,★ ⑳ KYUREN,Attorrantes,
2497,★ ⑳ aidy_y,LANGamers Esports,
2498,★ ⑳ wizt♥c,0,
2499,★ ⑳ JGOD,MENINOS DA VILA (SEM ORG),
2500,★ ⑳ t9mpest,godenvyus,
2501,★ ⑳ twitch.tv/saya942,MENINOS DA VILA (SEM ORG),
2502,★ ⑳ Andrade,MENINOS DA VILA (SEM ORG),
2503,★ ⑳ DexteR,godenvyus,
2504,★ ⑳ LYO^_^,godenvyus,Lurker
2505,★ ⑳ lupito* “),MENINOS DA VILA (SEM ORG),
2506,★ ⑳ ped,godenvyus,
2507,★ ⑲ reNtu_t,MENINOS DA VILA (SEM ORG),
2508,★ ⑳ iso,godenvyus,
2509,★ ⑳ KNCERATOAQN,0,
2510,★ ⑳ GYZER*,0,
2511,★ ⑳ aNgelzera,Rush Youngsters,
2512,★ ⑳ chay ;),BD.ECHO,
2513,★ ⑳ Shout,Rush Youngsters,
2514,★ ⑳ fREQ,BD.ECHO,
2515,★ ⑳ ksloks,Rush Youngsters,AWPer
2516,★ ⑳ Brabo,Rush Youngsters,
2517,★ ⑳ t9rnay,BD.ECHO,
2518,★ ⑳ mlc,Rush Youngsters,
2519,★ ⑳ n1troX,en$aboado$,
2520,★ ⑳ gerotto,SUAP!,
2521,★ ⑳ ashihara,SUAP!,
2522,★ ⑳ vaNder-w-,en$aboado$,
2523,★ ⑳ ckt,SUAP!,
2524,★ ⑳ riickwow -,en$aboado$,
2525,★ ⑳ edv-,en$aboado$,
2526,★ ⑳ suap | SINISTRU,SUAP!,
2527,★ ⑳ Scooby*doO,SUAP!,
2528,★ ⑳ n0page,en$aboado$,
2529,★ ⑳ kaahSENSEI,0,
2530,★ ⑳ gh ;),0,
2531,★ ⑳ GaBi,0,
2532,★ ⑳ doiz,WorkHard eSports,
2533,★ ⑳ gabs  -sH,FURIA,
2534,★ ⑳ $TRIKER THE MILF,WorkHard eSports,
2535,★ ⑳ brokeN,WorkHard eSports,
2536,★ ⑳ GABEE,FURIA,
2537,★ ⑳ Dropzera^_^,WorkHard eSports,
2538,★ ⑳ izaa,FURIA,
2539,★ ⑳ KnoX,0,
2540,★ ⑳ guardinha da CET,Tropinha do Zap,
2541,★ ⑳ Fuka,Tropinha do Zap,
2542,★ ⑳ guru J,NK e-Sports,
2543,★ ⑳ Love Sosa,Tropinha do Zap,
2544,★ ⑳ luke,NK e-Sports,
2545,★ ⑳ Jonas de Abril,Tropinha do Zap,
2546,★ ⑳ molten moedor de cana,Tropinha do Zap,
2547,★ ⑳ urban0-,NK e-Sports,
2548,★ ⑳ twitch.tv/brkkfps1 * SkillLanhouse,NK e-Sports,
2549,★ ⑳ aNdz,0,
2550,★ ⑳ kouzy-,WAP Esports,
2551,★ ⑳ Lezzz pX,Esporte Clube Bahia,
2552,★ ⑳ Farés,WAP Esports,
2553,★ ⑳ shotemily ♥,Esporte Clube Bahia,
2554,★ ⑳ Raphiita,WAP Esports,
2555,★ ⑳ PDN,Esporte Clube Bahia,
2556,★ ⑳ aguwall,WAP Esports,
2557,★ ⑳ aguze [t],0,
2558,★ ⑳ Parrudao.....,0,
2559,★ ⑳ Drena,You Never Know,
2560,★ ⑳ 182,Leviatan Esports,
2561,★ ⑳ FakeFox,You Never Know,
2562,★ ⑳ kds,Leviatan Esports,
2563,★ ⑳ BEICOLASOO,Leviatan Esports,
2564,★ ⑳ mafeu,You Never Know,
2565,★ ⑳ nz.,You Never Know,
2566,★ ⑳ rafa',You Never Know,
2567,★ ⑳ tu padre,Leviatan Esports,
2568,★ ⑳ devastated,Leviatan Esports,
2569,★ ⑳ ZDK,Urubuzada e-Sports,
2570,★ ⑳ guidimon,RIVER PLATE GAMING,
2571,★ ⑳ MURILOHENj,Urubuzada e-Sports,
2572,★ ⑳ atarax1asetansis6x:ñ_,RIVER PLATE GAMING,
2573,★ ⑳ saipsz4n ♥j,Urubuzada e-Sports,
2574,★ ⑳ MRN1,RIVER PLATE GAMING,
2575,★ ⑳ arieldidi,RIVER PLATE GAMING,
2576,★ ⑳ rosseti,0,
2577,★ ⑳ cerol011,Urubuzada e-Sports,
2578,★ ⑳ minimal^^,RIVER PLATE GAMING,
2579,★ ⑳ Krz,Tactical Killer,
2580,★ ⑳ luchov,DESEMPLEADOS,
2581,★ ⑳ sorry,Tactical Killer,
2582,★ ⑲ cadiaN,DESEMPLEADOS,
2583,★ ⑳ rafz,Tactical Killer,
2584,★ ⑳ laser =),DESEMPLEADOS,
2585,★ ⑳ Lok1,Tactical Killer,
2586,★ ⑳ KUN,DESEMPLEADOS,
2587,★ ⑳ LhaMa!,Tactical Killer,
2588,★ ⑳ peqexino,DESEMPLEADOS,
2589,★ ⑳ paiva,INTZ,
2590,★ ⑳ r1see,NineNine,
2591,★ ⑳ SHiNODA -iwnl-,NineNine,
2592,★ ⑳ chara *LogitechG,INTZ,
2593,★ ⑳ dukka,INTZ,
2594,★ ⑳ n9xtZzZzy,NineNine,
2595,★ ⑳ guZERA,INTZ,
2596,★ ⑳ DebornY,NineNine,
2597,★ ⑳ RpL,NineNine,
2598,★ ⑳ parEdao[9],INTZ,
2599,★ ⑳ Piccas0,MZ TEAM,
2600,★ ⑳ sickick,Acotados,
2601,★ ⑳ sant1,MZ TEAM,
2602,★ ⑳ jqn,Acotados,
2603,★ ⑳ Diovand,Acotados,
2604,★ ⑳ zekla,MZ TEAM,
2605,★ ⑳ Ray Donovan,Acotados,
2606,★ ⑳ styko,MZ TEAM,
2607,★ ⑳ bruno,Acotados,
2608,★ ⑳ Cronodinho,MZ TEAM,
2609,★ ⑳ shrody,The Lions Team,
2610,★ ⑳ ph1,VivoKeyd Academy,
2611,★ ⑳ coxinha,VivoKeyd Academy,
2612,★ ⑳ Okarin,The Lions Team,
2613,★ ⑳ jApA,VivoKeyd Academy,
2614,★ ⑳ heart,VivoKeyd Academy,
2615,★ ⑳ mt1,The Lions Team,
2616,★ ⑳ Lvl 5.1,VivoKeyd Academy,
2617,★ ⑳ naz,The Lions Team,
2618,★ ⑳ anar zzz,The Lions Team,
2619,★ ⑳ fokiu,Cooldown Esports,
2620,★ ⑳ nolkz ``,Nexus eSports,
2621,★ ⑳ mrcss,Cooldown Esports,
2622,★ ⑳ MITHPUTTINI,Nexus eSports,
2623,★ ⑳ Hikari,Cooldown Esports,
2624,★ ⑳ lk5555555555555555555,Cooldown Esports,
2625,★ ⑳ zdr,Cooldown Esports,
2626,★ ⑳ Y4$$,Nexus eSports,
2627,★ ⑳ DANVIET,Nexus eSports,
2628,★ ⑳ uhul,Nexus eSports,
2629,★ ⑳ mid1^,blackhat esports,
2630,★ ⑳ caike,Bravos Gaming,
2631,★ ⑳ lalau,blackhat esports,
2632,★ ⑳ JO†A,Bravos Gaming,
2633,★ ⑲ dug,blackhat esports,
2634,★ ⑳ wood7,Bravos Gaming,
2635,★ ⑳ tuurtle,Bravos Gaming,
2636,★ ⑳ Flasky-,blackhat esports,
2637,★ ⑳ kaiG,Bravos Gaming,
2638,★ ⑳ clownzera-,blackhat esports,
2639,★ ⑳ invul,r3action,
2640,★ ⑳ YOUR,OLD MIGUS,
2641,★ ⑳ CloN7,r3action,
2642,★ ⑳ gut0,r3action,
2643,★ ⑳ maxcel,r3action,
2644,★ ⑳ 1andz,OLD MIGUS,
2645,★ ⑳ BENATT1,OLD MIGUS,
2646,★ ⑳ cldddd -fm-,OLD MIGUS,
2647,★ ⑳ skN♥H,r3action,
2648,★ ⑳ outttt,OLD MIGUS,
2649,★ ⑳ coeDEUS,WE ARE ONE,
2650,★ ⑳ gon,BRASA GAMING,
2651,★ ⑳ lend,WE ARE ONE,
2652,★ ⑳ loop$lv *POPDOG,WE ARE ONE,
2653,★ ⑳ ryu-,BRASA GAMING,
2654,★ ⑳ ktn,WE ARE ONE,
2655,★ ⑳ shine.-,WE ARE ONE,
2656,★ ⑳ magnuh,BRASA GAMING,
2657,★ ⑳ NcK,BRASA GAMING,
2658,★ ⓪ SALIMCS,BRASA GAMING,
2659,★ ⑱ krusty:v,Red Skull Esports,
2660,★ ⑳ gaspaaR,Ciam Gaming,
2661,★ ⑳ WillziN,Red Skull Esports,
2662,★ ⑳ loky,Ciam Gaming,
2663,★ ⑳ Gurizao,Red Skull Esports,
2664,★ ⑳ Ayman,Ciam Gaming,
2665,★ ⑳ huffyn.,Ciam Gaming,
2666,★ ⑳ K1nG L0rd$♥L,Red Skull Esports,
2667,★ ⑳ yan,Red Skull Esports,
2668,★ ⑳ doc,Ciam Gaming,
2669,★ ⑳ tifa,Bears eSports,
2670,★ ⑳ fp1,RedragoN,
2671,★ ⑳ mawth,Bears eSports,
2672,★ ⑳ proSHOW,RedragoN,
2673,★ ⑳ kurg4n,RedragoN,
2674,★ ⑳ cidZzZ,Bears eSports,
2675,★ ⑳ togs,Bears eSports,
2676,★ ⑳ puni,RedragoN,
2677,★ ⑳ decenty,Bears eSports,
2678,★ ⑳ Bruninho ;),RedragoN,
2679,★ ⑳ drt-_,no org,
2680,★ ⑳ xanc,eBRO,
2681,★ ⑳ kai,eBRO,
2682,★ ⑳ abelo,no org,
2683,★ ⑳ csooo,no org,
2684,★ ⑳ sai,eBRO,
2685,★ ⑳ MTG,no org,
2686,★ ⑳ LEu[1],eBRO,
2687,★ ⑳ jnrzin,no org,
2688,★ ⑳ eBRO knark,eBRO,
2689,★ ⑳ bnc,Stars Horizon,
2690,★ ⑳ Alisson,Rehl Esports,
2691,★ ⑳ LcmM,Rehl Esports,
2692,★ ⑳ SUNDAYYYY,Stars Horizon,
2693,★ ⑳ mtsGOD,Stars Horizon,
2694,★ ⑳ gus,Rehl Esports,
2695,★ ⑳ tkl,Stars Horizon,
2696,★ ⑳ Ramm0s,Rehl Esports,
2697,★ ⑳ Reix,Stars Horizon,
2698,★ ⑳ gbb,Rehl Esports,
2699,★ ⑳ tln,BARCELONA,
2700,★ ⑳ twitch.tv/lukiz_cs,niKe12mOLa,
2701,★ ⑳ destroyer,BARCELONA,
2702,★ ⑳ twitch.tv/s1ckocsgo,niKe12mOLa,
2703,★ ⑳ Straafer,BARCELONA,
2704,★ ⑳ kyle4tw,niKe12mOLa,
2705,★ ⑳ leozik4,niKe12mOLa,
2706,★ ⑳ rfl,BARCELONA,
2707,★ ⑳ bsd the ace,BARCELONA,
2708,★ ⑳ reginzer44`,niKe12mOLa,
2709,★ ⑳ GV |,ex-ubrain,
2710,★ ⑳ onze,I Dont Have Roof,
2711,★ ⑳ Palensckii,I Dont Have Roof,
2712,★ ⑳ alli-,ex-ubrain,
2713,★ ⑳ Atlas,I Dont Have Roof,
2714,★ ⑳ SUPERDANTAO,ex-ubrain,
2715,★ ⑳ James,I Dont Have Roof,
2716,★ ⑳ STxiss,ex-ubrain,
2717,★ ⑳ MSD,ex-ubrain,
2718,★ ⑳ fera-,I Dont Have Roof,
2719,★ ⑳ tr1n,DeserveIT,
2720,★ ⑳ eXE-E? D,Black Hawks Clan,
2721,★ ⑳ RNN,DeserveIT,
2722,★ ⑲ salte.,Black Hawks Clan,
2723,★ ⑳ jackzera`,DeserveIT,
2724,★ ⑳ rodzz´´´''',DeserveIT,
2725,★ ⑳ fhz=d!!!,DeserveIT,
2726,★ ⑳ FOMF3R4,Black Hawks Clan,
2727,★ ⑳ Royals,Black Hawks Clan,
2728,★ ⑳ † strawwberry  †,Black Hawks Clan,
2729,★ ⑳ xns,Santos e-Sports,
2730,★ ⑳ BobZ,Santos e-Sports,
2731,★ ⑳ ke1z,Santos e-Sports,
2732,★ ⑳ voltera,Santos e-Sports,
2733,★ ⑳ MaLLby,Santos e-Sports,
2734,★ ⑳ fbz,0,
2735,★ ⑳ TimothyoDaZl,Rush eSports,AWPer
2736,★ ⑳ ftx,Rush eSports,
2737,★ ⑳ Lehmann,Rush eSports,
2738,★ ⑳ insani,Rush eSports,
2739,★ ⑳ BALiNHASKyWALKER,BON$,
2740,★ ⑳ putsuke,WAGLO Esports,
2741,★ ⑳ Riider,WAGLO Esports,
2742,★ ⑳ westDEUS,BON$,
2743,★ ⑳ alanzy,BON$,
2744,★ ⑳ talent,WAGLO Esports,
2745,★ ⑳ fipa,WAGLO Esports,
2746,★ ⑳ henrizyn,BON$,
2747,★ ⑳ Finnin,WAGLO Esports,
2748,★ ⑳ agRFpsss,BON$,
2749,★ ⑳ sarmazi,CUIABA PRANK,
2750,★ ⑳ Toro,EQOLE,
2751,★ ⑳ PALHAÇO IXI,CUIABA PRANK,
2752,★ ⑳ nwbye,EQOLE,
2753,★ ⑳ NOSH,CUIABA PRANK,
2754,★ ⑳ kr0wa,EQOLE,
2755,★ ⑳ galkynNnN,CUIABA PRANK,
2756,★ ⑳ gn1s,EQOLE,
2757,★ ⑳ terr4zz nocryyy,CUIABA PRANK,
2758,★ ⑳ gon,EQOLE,
2759,★ ⑳ phznn-,Jaguares PINK Academy,
2760,★ ⑳ nicolqszo,ORGxLESS,
2761,★ ⑳ ALENCARrx_,Jaguares PINK Academy,
2762,★ ⑳ no quiero vivir,ORGxLESS,
2763,★ ⑳ nowbly,Jaguares PINK Academy,
2764,★ ⑳ -s1mão-,Jaguares PINK Academy,
2765,★ ⑳ jefy,ORGxLESS,
2766,★ ⑳ JERUZZZw0w,ORGxLESS,
2767,★ ⑳ -ZIG-,Jaguares PINK Academy,
2768,★ ⑳ zock,ORGxLESS,
2769,★ ⑳ nqz,DETONA,
2770,★ ⑳ rove,NO-ORG,
2771,★ ⑳ kauez,DETONA,
2772,★ ⑳ pab1,NO-ORG,
2773,★ ⑳ facuzone,NO-ORG,
2774,★ ⑳ frostezor,DETONA,
2775,★ ⑳ MTC^,NO-ORG,
2776,★ ⑳ NikoM,DETONA,
2777,★ ⑳ lux[1],DETONA,
2778,★ ⑳ Lovag*,NO-ORG,
2779,★ ⑳ msr,FURIA Academy,
2780,★ ⑳ Anekz,Polux E-sports,
2781,★ ⑳ ninjaZ,FURIA Academy,
2782,★ ⑳ rangel,Polux E-sports,
2783,★ ⑳ detr0ittJ,FURIA Academy,
2784,★ ⑳ vinizera,Polux E-sports,
2785,★ ⑳ zmb,FURIA Academy,AWPer
2786,★ ⑳ r4ul,FURIA Academy,
2787,★ ⑳ bnk3,Polux E-sports,
2788,★ ⑳ kaziN,Polux E-sports,
2789,★ ⑳ emut1,AMIGOSDOPUG,
2790,★ ⑳ divine,GSTFAMILY,
2791,★ ⑳ jaM4LLL,AMIGOSDOPUG,
2792,★ ⑳ secrets,GSTFAMILY,
2793,★ ⑳ James Corden,AMIGOSDOPUG,
2794,★ ⑲ PACxM4N,GSTFAMILY,
2795,★ ⑳ jeaNziN^h$,AMIGOSDOPUG,
2796,★ ⑳ hitt,GSTFAMILY,
2797,★ ⑳ duk:v,AMIGOSDOPUG,
2798,★ ⑳ bruno[1],GSTFAMILY,
2799,★ ⑳ Bet1N,OPYT e-Sports,
2800,★ ⑳ m4ir,CSA eSports,
2801,★ ⑳ DrewiiD,CSA eSports,
2802,★ ⑳ armyReformed,OPYT e-Sports,
2803,★ ⑳ CONNECT,CSA eSports,
2804,★ ⑳ nwayShADY,OPYT e-Sports,
2805,★ ⑳ Aiz9n,CSA eSports,
2806,★ ⑳ 47 ndr-,OPYT e-Sports,
2807,★ ⑳ NoA,CSA eSports,
2808,★ ⑳ turone,OPYT e-Sports,
2809,★ ⑳ TISANJ3D,0,
2810,★ ⑳ twitch.tv/sndfps,REC Esports,
2811,★ ⑳ nata,NOORG,
2812,★ ⑳ thg,0,
2813,★ ⑳ pipos,NOORG,
2814,★ ⑳ no_one,REC Esports,
2815,★ ⑳ kroonoskinggg,REC Esports,
2816,★ ⑳ dazet,NOORG,
2817,★ ⑳ nco,NOORG,
2818,★ ⑳ Anndy ♥ V,REC Esports,
2819,★ ⑳ JGOD,MENINOS DA VILA (SEM ORG),
2820,★ ⑳ sf_,URSO NÃO JOGAR DUST2,
2821,★ ⑳ gabriellll,URSO NÃO JOGAR DUST2,
2822,★ ⑳ twitch.tv/saya942,MENINOS DA VILA (SEM ORG),
