,Role,Killed,Death,ADR,TotalDamageDealt,RoundMVPs,LastAliveQuantity,Clutches,FirstKills,FirstDeaths,FlashedEnemies,FlashAssists,BombsPlanted,WalkQuantityAsTR,DistanceTraveledAsTR,AK47Kills,MAC10Kills,M4A4Kills,MP9Kills,AWPKills,ScoutKills
1579,Entry Fragger,0.13,0.2,0.15,0.15,0.5,0.12,0.0,0.17,0.29,0.12,0.0,0.33,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0
2352,Entry Fragger,0.2,0.21,0.18,0.18,0.2,0.11,0.0,0.14,0.19,0.33,0.25,0.17,0.21,0.21,0.17,1.0,0.0,0.0,0.0,0.0
2395,Entry Fragger,0.19,0.22,0.2,0.2,0.29,0.06,0.0,0.2,0.11,0.05,0.0,0.5,0.19,0.21,0.11,0.25,0.0,0.0,0.0,0.0
3683,Entry Fragger,0.22,0.18,0.19,0.19,0.0,0.06,0.0,0.25,0.5,0.12,0.17,0.4,0.18,0.21,0.19,0.0,0.0,0.0,0.0,0.0
3692,Entry Fragger,0.24,0.22,0.21,0.21,0.0,0.38,0.0,0.5,0.07,0.26,0.38,0.25,0.21,0.21,0.45,0.0,0.0,0.0,0.0,0.0
1366,Entry Fragger,0.21,0.21,0.16,0.16,0.0,0.19,0.0,0.33,0.4,0.17,0.33,0.2,0.2,0.2,0.1,0.0,0.0,0.5,0.0,0.0
1579,Entry Fragger,0.13,0.2,0.15,0.15,0.5,0.12,0.0,0.17,0.29,0.12,0.0,0.33,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0
2352,Entry Fragger,0.2,0.21,0.18,0.18,0.2,0.11,0.0,0.14,0.19,0.33,0.25,0.17,0.21,0.21,0.17,1.0,0.0,0.0,0.0,0.0
2395,Entry Fragger,0.19,0.22,0.2,0.2,0.29,0.06,0.0,0.2,0.11,0.05,0.0,0.5,0.19,0.21,0.11,0.25,0.0,0.0,0.0,0.0
3683,Entry Fragger,0.22,0.18,0.19,0.19,0.0,0.06,0.0,0.25,0.5,0.12,0.17,0.4,0.18,0.21,0.19,0.0,0.0,0.0,0.0,0.0
3692,Entry Fragger,0.24,0.22,0.21,0.21,0.0,0.38,0.0,0.5,0.07,0.26,0.38,0.25,0.21,0.21,0.45,0.0,0.0,0.0,0.0,0.0
1532,AWPer,0.23,0.2,0.2,0.2,0.11,0.19,0.0,0.55,0.2,0.67,0.5,0.25,0.2,0.21,0.09,1.0,0.09,0.0,0.58,1.0
1771,AWPer,0.24,0.19,0.23,0.23,0.19,0.35,0.33,0.36,0.14,0.29,0.23,0.0,0.19,0.2,0.13,0.0,0.0,0.0,0.65,0.0
2039,AWPer,0.19,0.18,0.17,0.17,0.29,0.26,0.0,0.35,0.16,0.26,0.27,0.11,0.17,0.21,0.06,0.0,0.07,0.0,0.81,0.0
2735,AWPer,0.14,0.23,0.13,0.13,0.0,0.12,0.0,0.09,0.18,0.52,0.33,0.33,0.19,0.2,0.05,0.0,0.0,0.0,0.83,1.0
3002,AWPer,0.28,0.2,0.29,0.29,0.25,0.31,0.0,0.18,0.08,0.38,1.0,0.14,0.18,0.2,0.33,0.5,0.0,0.0,1.0,0.0
1532,AWPer,0.23,0.2,0.2,0.2,0.11,0.19,0.0,0.55,0.2,0.67,0.5,0.25,0.2,0.21,0.09,1.0,0.09,0.0,0.58,1.0
1771,AWPer,0.24,0.19,0.23,0.23,0.19,0.35,0.33,0.36,0.14,0.29,0.23,0.0,0.19,0.2,0.13,0.0,0.0,0.0,0.65,0.0
2039,AWPer,0.19,0.18,0.17,0.17,0.29,0.26,0.0,0.35,0.16,0.26,0.27,0.11,0.17,0.21,0.06,0.0,0.07,0.0,0.81,0.0
2735,AWPer,0.14,0.23,0.13,0.13,0.0,0.12,0.0,0.09,0.18,0.52,0.33,0.33,0.19,0.2,0.05,0.0,0.0,0.0,0.83,1.0
3002,AWPer,0.28,0.2,0.29,0.29,0.25,0.31,0.0,0.18,0.08,0.38,1.0,0.14,0.18,0.2,0.33,0.5,0.0,0.0,1.0,0.0
1532,AWPer,0.23,0.2,0.2,0.2,0.11,0.19,0.0,0.55,0.2,0.67,0.5,0.25,0.2,0.21,0.09,1.0,0.09,0.0,0.58,1.0
1771,AWPer,0.24,0.19,0.23,0.23,0.19,0.35,0.33,0.36,0.14,0.29,0.23,0.0,0.19,0.2,0.13,0.0,0.0,0.0,0.65,0.0
2039,AWPer,0.19,0.18,0.17,0.17,0.29,0.26,0.0,0.35,0.16,0.26,0.27,0.11,0.17,0.21,0.06,0.0,0.07,0.0,0.81,0.0
2735,AWPer,0.14,0.23,0.13,0.13,0.0,0.12,0.0,0.09,0.18,0.52,0.33,0.33,0.19,0.2,0.05,0.0,0.0,0.0,0.83,1.0
3002,AWPer,0.28,0.2,0.29,0.29,0.25,0.31,0.0,0.18,0.08,0.38,1.0,0.14,0.18,0.2,0.33,0.5,0.0,0.0,1.0,0.0
1532,AWPer,0.23,0.2,0.2,0.2,0.11,0.19,0.0,0.55,0.2,0.67,0.5,0.25,0.2,0.21,0.09,1.0,0.09,0.0,0.58,1.0
1771,AWPer,0.24,0.19,0.23,0.23,0.19,0.35,0.33,0.36,0.14,0.29,0.23,0.0,0.19,0.2,0.13,0.0,0.0,0.0,0.65,0.0
2039,AWPer,0.19,0.18,0.17,0.17,0.29,0.26,0.0,0.35,0.16,0.26,0.27,0.11,0.17,0.21,0.06,0.0,0.07,0.0,0.81,0.0
2735,AWPer,0.14,0.23,0.13,0.13,0.0,0.12,0.0,0.09,0.18,0.52,0.33,0.33,0.19,0.2,0.05,0.0,0.0,0.0,0.83,1.0
3002,AWPer,0.28,0.2,0.29,0.29,0.25,0.31,0.0,0.18,0.08,0.38,1.0,0.14,0.18,0.2,0.33,0.5,0.0,0.0,1.0,0.0
1532,AWPer,0.23,0.2,0.2,0.2,0.11,0.19,0.0,0.55,0.2,0.67,0.5,0.25,0.2,0.21,0.09,1.0,0.09,0.0,0.58,1.0
1771,AWPer,0.24,0.19,0.23,0.23,0.19,0.35,0.33,0.36,0.14,0.29,0.23,0.0,0.19,0.2,0.13,0.0,0.0,0.0,0.65,0.0
2039,AWPer,0.19,0.18,0.17,0.17,0.29,0.26,0.0,0.35,0.16,0.26,0.27,0.11,0.17,0.21,0.06,0.0,0.07,0.0,0.81,0.0
2735,AWPer,0.14,0.23,0.13,0.13,0.0,0.12,0.0,0.09,0.18,0.52,0.33,0.33,0.19,0.2,0.05,0.0,0.0,0.0,0.83,1.0
3002,AWPer,0.28,0.2,0.29,0.29,0.25,0.31,0.0,0.18,0.08,0.38,1.0,0.14,0.18,0.2,0.33,0.5,0.0,0.0,1.0,0.0
3709,AWPer,0.22,0.17,0.19,0.19,0.0,0.56,0.0,0.38,0.25,0.24,0.29,0.14,0.16,0.2,0.0,0.0,0.2,0.0,0.89,0.0
3714,AWPer,0.23,0.21,0.24,0.24,0.0,0.22,0.0,0.22,0.31,0.29,0.33,0.0,0.18,0.21,0.1,0.0,0.0,0.0,0.67,0.0
3727,AWPer,0.29,0.17,0.24,0.24,0.25,0.33,0.0,0.43,0.07,0.24,1.0,0.17,0.22,0.21,0.04,0.0,0.33,0.0,1.0,0.0
3709,AWPer,0.22,0.17,0.19,0.19,0.0,0.56,0.0,0.38,0.25,0.24,0.29,0.14,0.16,0.2,0.0,0.0,0.2,0.0,0.89,0.0
3714,AWPer,0.23,0.21,0.24,0.24,0.0,0.22,0.0,0.22,0.31,0.29,0.33,0.0,0.18,0.21,0.1,0.0,0.0,0.0,0.67,0.0
3727,AWPer,0.29,0.17,0.24,0.24,0.25,0.33,0.0,0.43,0.07,0.24,1.0,0.17,0.22,0.21,0.04,0.0,0.33,0.0,1.0,0.0
3709,AWPer,0.22,0.17,0.19,0.19,0.0,0.56,0.0,0.38,0.25,0.24,0.29,0.14,0.16,0.2,0.0,0.0,0.2,0.0,0.89,0.0
3714,AWPer,0.23,0.21,0.24,0.24,0.0,0.22,0.0,0.22,0.31,0.29,0.33,0.0,0.18,0.21,0.1,0.0,0.0,0.0,0.67,0.0
3727,AWPer,0.29,0.17,0.24,0.24,0.25,0.33,0.0,0.43,0.07,0.24,1.0,0.17,0.22,0.21,0.04,0.0,0.33,0.0,1.0,0.0
15,AWPer,0.26,0.14,0.23,0.23,0.27,0.11,0.0,0.33,0.44,0.22,0.2,0.75,0.17,0.22,0.12,0.0,0.0,0.6,0.65,0.0
1281,AWPer,0.21,0.19,0.21,0.21,0.0,0.36,1.0,0.0,0.07,0.14,0.0,1.0,0.23,0.2,0.5,0.0,0.07,0.0,0.11,0.0
2114,AWPer,0.29,0.19,0.27,0.27,0.12,0.31,0.0,0.08,0.17,0.19,0.12,0.2,0.2,0.21,0.24,0.0,0.25,1.0,0.5,0.0
2516,AWPer,0.11,0.22,0.13,0.13,0.0,0.21,0.0,0.09,0.36,0.11,0.14,0.25,0.17,0.21,0.0,0.5,0.15,0.0,0.08,0.0
3220,AWPer,0.13,0.22,0.15,0.15,0.18,0.0,0.0,0.17,0.25,0.12,0.12,0.2,0.16,0.19,0.08,0.0,0.09,1.0,0.11,0.0
2731,AWPer,0.22,0.17,0.21,0.21,0.4,0.47,0.5,0.22,0.17,0.17,0.29,0.0,0.15,0.2,0.03,0.0,0.0,0.0,1.0,1.0
3006,AWPer,0.31,0.16,0.3,0.3,0.36,0.0,0.0,0.33,0.4,0.29,0.33,0.0,0.13,0.19,0.18,0.0,0.0,0.0,0.88,1.0
2732,Entry Fragger,0.18,0.24,0.18,0.18,0.2,0.07,0.0,0.28,0.33,0.05,0.07,0.11,0.21,0.2,0.12,1.0,0.38,0.0,0.0,0.0
3007,Entry Fragger,0.13,0.24,0.14,0.14,0.27,0.0,0.0,0.33,0.1,0.35,0.11,0.0,0.17,0.21,0.0,0.0,0.33,0.0,0.06,0.0
2733,Lurker,0.18,0.18,0.2,0.2,0.1,0.33,0.5,0.11,0.0,0.24,0.29,0.11,0.21,0.19,0.24,0.0,0.31,0.0,0.0,0.0
3008,Lurker,0.29,0.15,0.25,0.25,0.18,0.83,0.0,0.17,0.1,0.35,0.22,0.5,0.31,0.22,0.73,0.0,0.17,0.0,0.06,0.0
2733,Lurker,0.18,0.18,0.2,0.2,0.1,0.33,0.5,0.11,0.0,0.24,0.29,0.11,0.21,0.19,0.24,0.0,0.31,0.0,0.0,0.0
3008,Lurker,0.29,0.15,0.25,0.25,0.18,0.83,0.0,0.17,0.1,0.35,0.22,0.5,0.31,0.22,0.73,0.0,0.17,0.0,0.06,0.0
2730,Suporte,0.22,0.2,0.2,0.2,0.2,0.0,0.0,0.11,0.08,0.45,0.21,0.78,0.17,0.2,0.18,0.0,0.31,0.0,0.0,0.0
3004,Suporte,0.05,0.24,0.08,0.08,0.0,0.0,0.0,0.08,0.3,0.0,0.22,0.25,0.16,0.2,0.05,1.0,0.0,0.0,0.0,0.0
4568,Entry Fragger,0.19,0.19,0.18,0.18,0.14,0.2,0.5,0.16,0.08,0.33,0.31,0.4,0.23,0.22,0.23,1.0,0.25,0.33,0.0,0.2
4587,Entry Fragger,0.2,0.18,0.2,0.2,0.12,0.31,0.0,0.17,0.14,0.33,0.11,0.17,0.27,0.21,0.29,0.0,0.38,0.0,0.0,0.0
4596,Entry Fragger,0.15,0.2,0.12,0.12,0.12,0.29,0.0,0.0,0.0,0.04,0.33,0.0,0.23,0.2,0.1,0.25,0.14,0.0,0.0,0.0
4569,Entry Fragger,0.21,0.21,0.2,0.2,0.21,0.27,0.5,0.26,0.25,0.17,0.0,0.1,0.2,0.2,0.18,0.0,0.15,0.67,0.08,0.4
4589,Entry Fragger,0.22,0.21,0.24,0.24,0.38,0.12,0.0,0.17,0.14,0.0,0.22,0.17,0.16,0.19,0.11,0.0,0.54,1.0,0.0,0.0
4598,Entry Fragger,0.23,0.23,0.23,0.23,0.19,0.43,0.0,0.35,0.2,0.36,0.33,0.0,0.21,0.2,0.25,0.75,0.14,0.25,0.07,0.0
4569,Entry Fragger,0.21,0.21,0.2,0.2,0.21,0.27,0.5,0.26,0.25,0.17,0.0,0.1,0.2,0.2,0.18,0.0,0.15,0.67,0.08,0.4
4589,Entry Fragger,0.22,0.21,0.24,0.24,0.38,0.12,0.0,0.17,0.14,0.0,0.22,0.17,0.16,0.19,0.11,0.0,0.54,1.0,0.0,0.0
4598,Entry Fragger,0.23,0.23,0.23,0.23,0.19,0.43,0.0,0.35,0.2,0.36,0.33,0.0,0.21,0.2,0.25,0.75,0.14,0.25,0.07,0.0
4565,Lurker,0.22,0.2,0.24,0.24,0.21,0.13,0.0,0.21,0.25,0.17,0.06,0.3,0.17,0.18,0.33,0.0,0.1,0.0,0.0,0.0
4588,Lurker,0.23,0.19,0.19,0.19,0.38,0.12,0.0,0.08,0.29,0.0,0.0,0.33,0.22,0.19,0.43,0.0,0.08,0.0,0.0,0.0
4595,Lurker,0.25,0.27,0.25,0.25,0.38,0.14,0.0,0.35,0.4,0.16,0.0,0.0,0.21,0.19,0.3,0.0,0.45,0.75,0.0,0.0
4565,Lurker,0.22,0.2,0.24,0.24,0.21,0.13,0.0,0.21,0.25,0.17,0.06,0.3,0.17,0.18,0.33,0.0,0.1,0.0,0.0,0.0
4588,Lurker,0.23,0.19,0.19,0.19,0.38,0.12,0.0,0.08,0.29,0.0,0.0,0.33,0.22,0.19,0.43,0.0,0.08,0.0,0.0,0.0
4595,Lurker,0.25,0.27,0.25,0.25,0.38,0.14,0.0,0.35,0.4,0.16,0.0,0.0,0.21,0.19,0.3,0.0,0.45,0.75,0.0,0.0
4567,Suporte,0.19,0.19,0.18,0.18,0.29,0.07,0.0,0.21,0.25,0.12,0.19,0.1,0.19,0.21,0.13,0.0,0.45,0.0,0.23,0.2
4586,Suporte,0.2,0.25,0.21,0.21,0.0,0.0,0.0,0.42,0.36,0.25,0.22,0.0,0.17,0.22,0.07,0.0,0.0,0.0,0.0,1.0
4599,Suporte,0.21,0.14,0.21,0.21,0.12,0.0,0.0,0.24,0.0,0.28,0.0,0.5,0.19,0.21,0.35,0.0,0.14,0.0,0.29,0.0
4567,Suporte,0.19,0.19,0.18,0.18,0.29,0.07,0.0,0.21,0.25,0.12,0.19,0.1,0.19,0.21,0.13,0.0,0.45,0.0,0.23,0.2
4586,Suporte,0.2,0.25,0.21,0.21,0.0,0.0,0.0,0.42,0.36,0.25,0.22,0.0,0.17,0.22,0.07,0.0,0.0,0.0,0.0,1.0
4599,Suporte,0.21,0.14,0.21,0.21,0.12,0.0,0.0,0.24,0.0,0.28,0.0,0.5,0.19,0.21,0.35,0.0,0.14,0.0,0.29,0.0
22,AWPer,0.2,0.18,0.17,0.17,0.18,0.23,0.5,0.15,0.33,0.21,0.09,0.11,0.19,0.19,0.12,1.0,0.12,0.0,0.83,0.0
221,AWPer,0.18,0.17,0.16,0.16,0.29,0.17,0.25,0.15,0.0,0.32,0.33,0.17,0.15,0.19,0.02,0.0,0.0,0.0,0.71,1.0
1298,AWPer,0.09,0.21,0.11,0.11,0.11,0.1,0.0,0.0,0.25,0.36,0.38,0.1,0.17,0.19,0.08,0.0,0.07,0.0,0.5,1.0
22,AWPer,0.2,0.18,0.17,0.17,0.18,0.23,0.5,0.15,0.33,0.21,0.09,0.11,0.19,0.19,0.12,1.0,0.12,0.0,0.83,0.0
221,AWPer,0.18,0.17,0.16,0.16,0.29,0.17,0.25,0.15,0.0,0.32,0.33,0.17,0.15,0.19,0.02,0.0,0.0,0.0,0.71,1.0
1298,AWPer,0.09,0.21,0.11,0.11,0.11,0.1,0.0,0.0,0.25,0.36,0.38,0.1,0.17,0.19,0.08,0.0,0.07,0.0,0.5,1.0
22,AWPer,0.2,0.18,0.17,0.17,0.18,0.23,0.5,0.15,0.33,0.21,0.09,0.11,0.19,0.19,0.12,1.0,0.12,0.0,0.83,0.0
221,AWPer,0.18,0.17,0.16,0.16,0.29,0.17,0.25,0.15,0.0,0.32,0.33,0.17,0.15,0.19,0.02,0.0,0.0,0.0,0.71,1.0
1298,AWPer,0.09,0.21,0.11,0.11,0.11,0.1,0.0,0.0,0.25,0.36,0.38,0.1,0.17,0.19,0.08,0.0,0.07,0.0,0.5,1.0
1871,Entry Fragger,0.14,0.19,0.15,0.15,0.14,0.17,0.0,0.19,0.25,0.17,0.0,0.27,0.21,0.21,0.28,0.0,0.03,0.0,0.0,0.0
21,Lurker,0.16,0.19,0.16,0.16,0.18,0.15,0.0,0.15,0.0,0.23,0.0,0.56,0.18,0.2,0.16,0.0,0.08,0.25,0.17,0.0
222,Lurker,0.2,0.15,0.21,0.21,0.21,0.17,0.25,0.15,0.17,0.15,0.17,0.08,0.21,0.21,0.32,0.0,0.0,0.0,0.0,0.0
1299,Lurker,0.2,0.16,0.16,0.16,0.22,0.2,0.67,0.08,0.12,0.07,0.0,0.2,0.19,0.2,0.28,0.0,0.04,1.0,0.25,0.0
1870,Lurker,0.24,0.22,0.22,0.22,0.0,0.58,0.0,0.19,0.0,0.22,0.11,0.36,0.18,0.19,0.19,0.0,0.29,0.0,0.18,0.0
3073,Lurker,0.22,0.19,0.22,0.22,0.11,0.19,0.0,0.17,0.12,0.14,0.0,0.12,0.19,0.19,0.19,0.0,0.16,0.0,0.0,1.0
21,Lurker,0.16,0.19,0.16,0.16,0.18,0.15,0.0,0.15,0.0,0.23,0.0,0.56,0.18,0.2,0.16,0.0,0.08,0.25,0.17,0.0
222,Lurker,0.2,0.15,0.21,0.21,0.21,0.17,0.25,0.15,0.17,0.15,0.17,0.08,0.21,0.21,0.32,0.0,0.0,0.0,0.0,0.0
1299,Lurker,0.2,0.16,0.16,0.16,0.22,0.2,0.67,0.08,0.12,0.07,0.0,0.2,0.19,0.2,0.28,0.0,0.04,1.0,0.25,0.0
1870,Lurker,0.24,0.22,0.22,0.22,0.0,0.58,0.0,0.19,0.0,0.22,0.11,0.36,0.18,0.19,0.19,0.0,0.29,0.0,0.18,0.0
3073,Lurker,0.22,0.19,0.22,0.22,0.11,0.19,0.0,0.17,0.12,0.14,0.0,0.12,0.19,0.19,0.19,0.0,0.16,0.0,0.0,1.0
21,Lurker,0.16,0.19,0.16,0.16,0.18,0.15,0.0,0.15,0.0,0.23,0.0,0.56,0.18,0.2,0.16,0.0,0.08,0.25,0.17,0.0
222,Lurker,0.2,0.15,0.21,0.21,0.21,0.17,0.25,0.15,0.17,0.15,0.17,0.08,0.21,0.21,0.32,0.0,0.0,0.0,0.0,0.0
1299,Lurker,0.2,0.16,0.16,0.16,0.22,0.2,0.67,0.08,0.12,0.07,0.0,0.2,0.19,0.2,0.28,0.0,0.04,1.0,0.25,0.0
1870,Lurker,0.24,0.22,0.22,0.22,0.0,0.58,0.0,0.19,0.0,0.22,0.11,0.36,0.18,0.19,0.19,0.0,0.29,0.0,0.18,0.0
3073,Lurker,0.22,0.19,0.22,0.22,0.11,0.19,0.0,0.17,0.12,0.14,0.0,0.12,0.19,0.19,0.19,0.0,0.16,0.0,0.0,1.0
21,Lurker,0.16,0.19,0.16,0.16,0.18,0.15,0.0,0.15,0.0,0.23,0.0,0.56,0.18,0.2,0.16,0.0,0.08,0.25,0.17,0.0
222,Lurker,0.2,0.15,0.21,0.21,0.21,0.17,0.25,0.15,0.17,0.15,0.17,0.08,0.21,0.21,0.32,0.0,0.0,0.0,0.0,0.0
1299,Lurker,0.2,0.16,0.16,0.16,0.22,0.2,0.67,0.08,0.12,0.07,0.0,0.2,0.19,0.2,0.28,0.0,0.04,1.0,0.25,0.0
1870,Lurker,0.24,0.22,0.22,0.22,0.0,0.58,0.0,0.19,0.0,0.22,0.11,0.36,0.18,0.19,0.19,0.0,0.29,0.0,0.18,0.0
3073,Lurker,0.22,0.19,0.22,0.22,0.11,0.19,0.0,0.17,0.12,0.14,0.0,0.12,0.19,0.19,0.19,0.0,0.16,0.0,0.0,1.0
21,Lurker,0.16,0.19,0.16,0.16,0.18,0.15,0.0,0.15,0.0,0.23,0.0,0.56,0.18,0.2,0.16,0.0,0.08,0.25,0.17,0.0
222,Lurker,0.2,0.15,0.21,0.21,0.21,0.17,0.25,0.15,0.17,0.15,0.17,0.08,0.21,0.21,0.32,0.0,0.0,0.0,0.0,0.0
1299,Lurker,0.2,0.16,0.16,0.16,0.22,0.2,0.67,0.08,0.12,0.07,0.0,0.2,0.19,0.2,0.28,0.0,0.04,1.0,0.25,0.0
1870,Lurker,0.24,0.22,0.22,0.22,0.0,0.58,0.0,0.19,0.0,0.22,0.11,0.36,0.18,0.19,0.19,0.0,0.29,0.0,0.18,0.0
3073,Lurker,0.22,0.19,0.22,0.22,0.11,0.19,0.0,0.17,0.12,0.14,0.0,0.12,0.19,0.19,0.19,0.0,0.16,0.0,0.0,1.0
23,Suporte,0.24,0.21,0.27,0.27,0.27,0.15,0.5,0.23,0.2,0.07,0.27,0.11,0.19,0.2,0.37,0.0,0.27,0.0,0.0,0.0
223,Suporte,0.27,0.23,0.25,0.25,0.14,0.67,0.5,0.38,0.5,0.17,0.33,0.17,0.24,0.2,0.34,0.0,0.17,0.0,0.0,0.0
1296,Suporte,0.35,0.21,0.33,0.33,0.56,0.15,0.0,0.67,0.12,0.16,0.38,0.2,0.22,0.19,0.32,0.0,0.48,0.0,0.0,0.0
1868,Suporte,0.18,0.17,0.18,0.18,0.14,0.0,0.0,0.14,0.12,0.2,0.22,0.18,0.22,0.19,0.26,0.0,0.16,0.0,0.0,0.0
3069,Suporte,0.24,0.2,0.22,0.22,0.33,0.25,0.5,0.25,0.25,0.11,0.12,0.12,0.2,0.2,0.23,0.0,0.32,0.0,0.0,0.0
23,Suporte,0.24,0.21,0.27,0.27,0.27,0.15,0.5,0.23,0.2,0.07,0.27,0.11,0.19,0.2,0.37,0.0,0.27,0.0,0.0,0.0
223,Suporte,0.27,0.23,0.25,0.25,0.14,0.67,0.5,0.38,0.5,0.17,0.33,0.17,0.24,0.2,0.34,0.0,0.17,0.0,0.0,0.0
1296,Suporte,0.35,0.21,0.33,0.33,0.56,0.15,0.0,0.67,0.12,0.16,0.38,0.2,0.22,0.19,0.32,0.0,0.48,0.0,0.0,0.0
1868,Suporte,0.18,0.17,0.18,0.18,0.14,0.0,0.0,0.14,0.12,0.2,0.22,0.18,0.22,0.19,0.26,0.0,0.16,0.0,0.0,0.0
3069,Suporte,0.24,0.2,0.22,0.22,0.33,0.25,0.5,0.25,0.25,0.11,0.12,0.12,0.2,0.2,0.23,0.0,0.32,0.0,0.0,0.0
23,Suporte,0.24,0.21,0.27,0.27,0.27,0.15,0.5,0.23,0.2,0.07,0.27,0.11,0.19,0.2,0.37,0.0,0.27,0.0,0.0,0.0
223,Suporte,0.27,0.23,0.25,0.25,0.14,0.67,0.5,0.38,0.5,0.17,0.33,0.17,0.24,0.2,0.34,0.0,0.17,0.0,0.0,0.0
1296,Suporte,0.35,0.21,0.33,0.33,0.56,0.15,0.0,0.67,0.12,0.16,0.38,0.2,0.22,0.19,0.32,0.0,0.48,0.0,0.0,0.0
1868,Suporte,0.18,0.17,0.18,0.18,0.14,0.0,0.0,0.14,0.12,0.2,0.22,0.18,0.22,0.19,0.26,0.0,0.16,0.0,0.0,0.0
3069,Suporte,0.24,0.2,0.22,0.22,0.33,0.25,0.5,0.25,0.25,0.11,0.12,0.12,0.2,0.2,0.23,0.0,0.32,0.0,0.0,0.0
23,Suporte,0.24,0.21,0.27,0.27,0.27,0.15,0.5,0.23,0.2,0.07,0.27,0.11,0.19,0.2,0.37,0.0,0.27,0.0,0.0,0.0
223,Suporte,0.27,0.23,0.25,0.25,0.14,0.67,0.5,0.38,0.5,0.17,0.33,0.17,0.24,0.2,0.34,0.0,0.17,0.0,0.0,0.0
1296,Suporte,0.35,0.21,0.33,0.33,0.56,0.15,0.0,0.67,0.12,0.16,0.38,0.2,0.22,0.19,0.32,0.0,0.48,0.0,0.0,0.0
1868,Suporte,0.18,0.17,0.18,0.18,0.14,0.0,0.0,0.14,0.12,0.2,0.22,0.18,0.22,0.19,0.26,0.0,0.16,0.0,0.0,0.0
3069,Suporte,0.24,0.2,0.22,0.22,0.33,0.25,0.5,0.25,0.25,0.11,0.12,0.12,0.2,0.2,0.23,0.0,0.32,0.0,0.0,0.0
23,Suporte,0.24,0.21,0.27,0.27,0.27,0.15,0.5,0.23,0.2,0.07,0.27,0.11,0.19,0.2,0.37,0.0,0.27,0.0,0.0,0.0
223,Suporte,0.27,0.23,0.25,0.25,0.14,0.67,0.5,0.38,0.5,0.17,0.33,0.17,0.24,0.2,0.34,0.0,0.17,0.0,0.0,0.0
1296,Suporte,0.35,0.21,0.33,0.33,0.56,0.15,0.0,0.67,0.12,0.16,0.38,0.2,0.22,0.19,0.32,0.0,0.48,0.0,0.0,0.0
1868,Suporte,0.18,0.17,0.18,0.18,0.14,0.0,0.0,0.14,0.12,0.2,0.22,0.18,0.22,0.19,0.26,0.0,0.16,0.0,0.0,0.0
3069,Suporte,0.24,0.2,0.22,0.22,0.33,0.25,0.5,0.25,0.25,0.11,0.12,0.12,0.2,0.2,0.23,0.0,0.32,0.0,0.0,0.0
265,AWPer,0.22,0.21,0.2,0.2,0.17,0.44,0.5,0.45,0.29,0.25,0.33,0.2,0.21,0.2,0.1,1.0,0.0,0.0,1.0,0.0
3426,AWPer,0.19,0.21,0.17,0.17,0.23,0.13,0.0,0.35,0.38,0.05,0.24,0.0,0.2,0.19,0.0,0.5,0.0,0.0,0.8,0.0
264,Entry Fragger,0.24,0.23,0.25,0.25,0.33,0.0,0.0,0.27,0.21,0.22,0.17,0.0,0.2,0.2,0.25,0.0,0.8,0.0,0.0,0.0
3428,Entry Fragger,0.22,0.2,0.23,0.23,0.15,0.13,0.33,0.2,0.12,0.27,0.12,0.17,0.21,0.22,0.34,0.25,0.25,0.0,0.07,0.0
191,Suporte,0.19,0.18,0.19,0.19,0.1,0.18,0.0,0.1,0.15,0.32,0.4,0.71,0.16,0.19,0.22,0.0,0.12,0.0,0.3,0.0
39,Entry Fragger,0.2,0.21,0.19,0.19,0.0,0.06,0.0,0.27,0.33,0.25,0.33,0.0,0.2,0.19,0.36,0.0,0.18,0.0,0.0,0.0
270,Entry Fragger,0.12,0.25,0.14,0.14,0.13,0.11,0.0,0.14,0.36,0.0,0.2,0.14,0.2,0.21,0.15,0.0,0.17,0.0,0.0,0.0
417,Entry Fragger,0.14,0.21,0.17,0.17,0.17,0.0,0.0,0.08,0.07,0.11,0.11,0.12,0.25,0.19,0.06,0.0,0.21,0.5,0.0,0.0
1286,Entry Fragger,0.17,0.23,0.16,0.16,0.29,0.18,0.0,0.12,0.11,0.11,0.14,0.0,0.2,0.21,0.13,1.0,0.4,1.0,0.0,0.0
1371,Lurker,0.23,0.19,0.27,0.27,0.15,0.43,1.0,0.27,0.17,0.56,0.11,0.1,0.18,0.19,0.22,0.0,0.0,0.0,0.16,0.0
1585,Lurker,0.18,0.21,0.2,0.2,0.17,0.0,0.0,0.36,0.83,0.0,0.0,0.0,0.19,0.2,0.26,0.0,0.7,0.0,0.0,0.0
1375,Suporte,0.19,0.12,0.19,0.19,0.38,0.29,0.0,0.0,0.17,0.0,0.22,0.3,0.2,0.21,0.24,0.0,0.57,0.0,0.0,0.0
1584,Suporte,0.12,0.25,0.11,0.11,0.08,0.75,1.0,0.07,0.17,0.0,0.0,0.33,0.18,0.2,0.05,0.0,0.1,1.0,0.0,0.0
79,AWPer,0.24,0.2,0.2,0.2,0.38,0.27,0.0,0.1,0.26,0.38,0.5,0.44,0.18,0.19,0.18,0.0,0.36,0.0,0.25,0.0
106,AWPer,0.25,0.19,0.19,0.19,0.5,0.19,0.0,0.19,0.17,0.18,0.0,0.5,0.18,0.18,0.37,0.0,0.08,0.25,1.0,0.0
